project,street,marketSegment,area,floorRange,noOfUnits,contractDate,typeOfSale,price,propertyType,district,typeOfArea,tenure,x,y,nettPrice
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,44,06-10,1,0323,3,688000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,84,06-10,1,0223,3,1118000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,88,16-20,1,0623,3,1220000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,99,11-15,1,0423,3,1350000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,88,06-10,1,1022,3,1085000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,44,01-05,1,0423,3,670000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,99,01-05,1,0923,3,1320000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,117,06-10,1,0723,3,1510000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,120,11-15,1,0723,3,1550000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,99,06-10,1,0724,3,1400000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,108,11-15,1,0324,3,1550000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,70,06-10,1,0824,3,1050000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,99,11-15,1,0424,3,1500000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,99,06-10,1,0324,3,1368000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,127,11-15,1,0324,3,1780000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,108,01-05,1,0424,3,1543000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,108,01-05,1,1223,3,1490000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,84,11-15,1,0624,3,1250000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,204,16-20,1,1023,3,2108000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,88,01-05,1,1024,3,1260000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,110,06-10,1,0524,3,1556800,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,99,01-05,1,0724,3,1460000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,108,11-15,1,0424,3,1560000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,108,11-15,1,0724,3,1600000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,99,11-15,1,0924,3,1492000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,125,01-05,1,0724,3,1788888,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,108,11-15,1,0124,3,1580000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,88,06-10,1,0324,3,1245000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,108,01-05,1,0724,3,1580000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,99,06-10,1,0124,3,1400000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,70,11-15,1,0124,3,990000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,70,01-05,1,0124,3,1000000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,125,06-10,1,0724,3,1860000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,108,16-20,1,0624,3,1600000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,88,01-05,1,0923,3,1220000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,44,11-15,1,1124,3,720000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,84,11-15,1,0823,3,1138000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,70,06-10,1,0324,3,985000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,84,16-20,1,0324,3,1258000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,110,11-15,1,0224,3,1420000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,222,16-20,1,0923,3,2350000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,99,11-15,1,1024,3,1510000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,120,01-05,1,1224,3,1660000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,120,06-10,1,0924,3,1738888,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,70,16-20,1,1224,3,1098888,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,99,11-15,1,1023,3,1456000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,108,11-15,1,1224,3,1660000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,55,01-05,1,1224,3,736888,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,99,06-10,1,0724,3,1458000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,108,11-15,1,1124,3,1628500,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,44,06-10,1,0925,3,720000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,99,01-05,1,0325,3,1405000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,44,11-15,1,0325,3,730000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,44,01-05,1,0725,3,720000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,108,06-10,1,0925,3,1660000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,117,01-05,1,0925,3,1668000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,44,01-05,1,0925,3,665000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,84,11-15,1,0625,3,1348000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,84,06-10,1,0325,3,1280000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,88,11-15,1,0325,3,1340000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,128,01-05,1,0125,3,1470000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,84,11-15,1,0825,3,1419888,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,204,16-20,1,0825,3,2250000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,88,06-10,1,0425,3,1345000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,99,11-15,1,0126,3,1550000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,108,01-05,1,0425,3,1530000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,233,16-20,1,1125,3,2650000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,70,06-10,1,0525,3,1020000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,127,01-05,1,0625,3,1942800,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,108,11-15,1,1225,3,1700000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,70,16-20,1,1225,3,1110000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,108,11-15,1,0925,3,1708000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,120,01-05,1,1224,3,1720000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,99,11-15,1,0325,3,1482500,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,84,06-10,1,0225,3,1300000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,70,06-10,1,0825,3,1050000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,132,06-10,1,0425,3,2080000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,99,06-10,1,0425,3,1495000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,84,16-20,1,0925,3,1348000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,146,01-05,1,0425,3,1850000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,108,01-05,1,0226,3,1600000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,127,01-05,1,0625,3,1900000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,99,01-05,1,0525,3,1500000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,125,11-15,1,0125,3,1940000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,99,11-15,1,1224,3,1468888,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,108,01-05,1,0725,3,1580000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,99,01-05,1,0625,3,1438000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,99,11-15,1,0125,3,1438888,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,99,06-10,1,1225,3,1500888,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,132,06-10,1,0925,3,2120000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,108,01-05,1,0126,3,1554000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,125,16-20,1,0426,3,2030000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,242,16-20,1,0626,3,2600000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,108,11-15,1,0426,3,1715000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,88,11-15,1,0726,3,1448000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,70,01-05,1,0726,3,1060000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,OCR,127,11-15,1,0726,3,1980000,Condominium,19,Strata,99 yrs lease commencing from 2011,35707.41081,40350.03295,
LANDED HOUSING DEVELOPMENT,ST. PATRICK'S ROAD,OCR,221,-,1,0821,3,5100000,Semi-detached,15,Land,Freehold,36913.8300581852,32267.6012858593,
LANDED HOUSING DEVELOPMENT,ST. PATRICK'S ROAD,OCR,171.1,-,1,0324,3,4500000,Terrace,15,Land,Freehold,36913.8300581852,32267.6012858593,
LANDED HOUSING DEVELOPMENT,ST. PATRICK'S ROAD,OCR,233.6,-,1,1224,3,5850000,Terrace,15,Land,Freehold,36913.8300581852,32267.6012858593,
LANDED HOUSING DEVELOPMENT,ST. PATRICK'S ROAD,OCR,266.7,-,1,0126,3,6550000,Semi-detached,15,Land,Freehold,36913.8300581852,32267.6012858593,
LANDED HOUSING DEVELOPMENT,ST. PATRICK'S ROAD,OCR,221,-,1,0821,3,5100000,Semi-detached,15,Land,Freehold,36913.8300581852,32267.6012858593,
LANDED HOUSING DEVELOPMENT,ST. PATRICK'S ROAD,OCR,171.1,-,1,0324,3,4500000,Terrace,15,Land,Freehold,36913.8300581852,32267.6012858593,
LANDED HOUSING DEVELOPMENT,ST. PATRICK'S ROAD,OCR,233.6,-,1,1224,3,5850000,Terrace,15,Land,Freehold,36913.8300581852,32267.6012858593,
LANDED HOUSING DEVELOPMENT,ST. PATRICK'S ROAD,OCR,266.7,-,1,0126,3,6550000,Semi-detached,15,Land,Freehold,36913.8300581852,32267.6012858593,
THE CASCADIA,BUKIT TIMAH ROAD,RCR,162,06-10,1,0921,3,1850000,Condominium,21,Strata,Freehold,22905.70517,35125.60822,
THE CASCADIA,BUKIT TIMAH ROAD,RCR,82,06-10,1,0921,3,1675000,Condominium,21,Strata,Freehold,22905.70517,35125.60822,
THE CASCADIA,BUKIT TIMAH ROAD,RCR,82,06-10,1,1221,3,1650000,Condominium,21,Strata,Freehold,22905.70517,35125.60822,
THE CASCADIA,BUKIT TIMAH ROAD,RCR,147,01-05,1,1121,3,2780000,Condominium,21,Strata,Freehold,22905.70517,35125.60822,
THE CASCADIA,BUKIT TIMAH ROAD,RCR,110,06-10,1,0921,3,2250000,Condominium,21,Strata,Freehold,22905.70517,35125.60822,
THE CASCADIA,BUKIT TIMAH ROAD,RCR,53,06-10,1,1221,3,1080000,Condominium,21,Strata,Freehold,22905.70517,35125.60822,
THE CASCADIA,BUKIT TIMAH ROAD,RCR,82,01-05,1,0821,3,1650000,Condominium,21,Strata,Freehold,22905.70517,35125.60822,
THE CASCADIA,BUKIT TIMAH ROAD,RCR,92,06-10,1,1021,3,1750000,Condominium,21,Strata,Freehold,22905.70517,35125.60822,
THE CASCADIA,BUKIT TIMAH ROAD,RCR,139,01-05,1,0921,3,2798000,Condominium,21,Strata,Freehold,22905.70517,35125.60822,
THE CASCADIA,BUKIT TIMAH ROAD,RCR,81,01-05,1,1221,3,1675000,Condominium,21,Strata,Freehold,22905.70517,35125.60822,
THE CASCADIA,BUKIT TIMAH ROAD,RCR,92,06-10,1,0921,3,1838888,Condominium,21,Strata,Freehold,22905.70517,35125.60822,
THE CASCADIA,BUKIT TIMAH ROAD,RCR,110,01-05,1,1121,3,2280000,Condominium,21,Strata,Freehold,22905.70517,35125.60822,
THE CASCADIA,BUKIT TIMAH ROAD,RCR,54,06-10,1,1121,3,1030000,Condominium,21,Strata,Freehold,22905.70517,35125.60822,
THE CASCADIA,BUKIT TIMAH ROAD,RCR,81,06-10,1,1121,3,1670000,Condominium,21,Strata,Freehold,22905.70517,35125.60822,
